name,born,position,debut,stats
Ivano Ponchia,"
September 23, 1931, Padova, PD
   ", Wing,"France v Italy at Grenoble, Apr 10, 1955 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '4', 'Draw': '0'}"
Maurizio Carli,"
May 11, 1931, Parma, PR
   ", Fly-half,"Spain v Italy at Barcelona, Jul 18, 1955 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Franco Perrini,"
July 26, 1932, Roma, RM
   ", Fullback,"Spain v Italy at Barcelona, Jul 18, 1955 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '22', 'Tries': '0', 'Conv': '2', 'Pens': '5', 'Drop': '1', 'GfM': '0', 'Won': '4', 'Lost': '7', 'Draw': '0'}"
Gastone Cecchetto,"
September 15, 1930, Rovigo, RO
   ", Centre,"France XV v Italy at Barcelona, Jul 21, 1955 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Franco Frelich,"
July 29, 1933, Treviso, TV
   ", Prop,"Italy v Czechia at Roma, Dec 11, 1955 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '2', 'Draw': '0'}"
Carlo Cantoni,"
October 30, 1936, Milano, MI
   ", Wing,"West Germany v Italy at Heidelburg, Mar 25, 1956 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '1', 'Draw': '0'}"
Lollo Levorato,"
July 3, 1931, Chirignago, VE
   ", Prop,"West Germany v Italy at Heidelburg, Mar 25, 1956 ","{'Mat': '15', 'Start': '15', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '10', 'Draw': '0'}"
Paolo Pescetto,"
August 27, 1935, Genova, GE
   ", Wing,"West Germany v Italy at Heidelburg, Mar 25, 1956 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Giovanni Raisi,"
February 22, 1934, Ceneselli, RO
   ", Lock,"West Germany v Italy at Heidelburg, Mar 25, 1956 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '3', 'Draw': '0'}"
Ferdinando Sartorato,"
May 16, 1933, Casale, TV
   ", Scrum-half,"West Germany v Italy at Heidelburg, Mar 25, 1956 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '0'}"
Lamberto Simonelli,"
April 22, 1933, Roma, RM
   ", Centre,"West Germany v Italy at Heidelburg, Mar 25, 1956 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '3', 'Draw': '0'}"
Arturo Zucchello,"
July 27, 1931, Treviso, TV
   ", Fly-half,"West Germany v Italy at Heidelburg, Mar 25, 1956 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Giuseppe Bottacin,"
December 25, 1935, Padova, PD
   ", Scrum-half,"Czechia v Italy at Prague, Apr 29, 1956 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Guglielmo Geremia,"
May 18, 1931, Padova, PD
   ", Prop,"Czechia v Italy at Prague, Apr 29, 1956 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Guglielmo Colussi,"
March 22, 1938, Roma, RM
   ", Fullback,"France v Italy at Agen, Apr 21, 1957 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '4', 'Draw': '0'}"
Natale Molari,"
date unknown
   ", Wing,"France v Italy at Agen, Apr 21, 1957 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Enrico Saibene,"
August 13, 1929, Milano, MI
   ", Fly-half,"France v Italy at Agen, Apr 21, 1957 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Sergio Brusin,"
December 6, 1928, Aquileia, UD
   ", Scrum-half,"Italy v West Germany at Milan, Dec 7, 1957 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Giancarlo Busson,"
November 23, 1937, Trieste, TS
   ", Fullback,"Italy v West Germany at Milan, Dec 7, 1957 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '7', 'Tries': '0', 'Conv': '2', 'Pens': '1', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '5', 'Draw': '0'}"
Giancarlo Navarrini,"
June 10, 1935, La Spezia, SP
   ", Hooker,"Italy v West Germany at Milan, Dec 7, 1957 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Riccardo Saetti,"
December 13, 1935, Venezia, VE
   ", Lock,"Italy v West Germany at Milan, Dec 7, 1957 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '5', 'Draw': '0'}"
Luciano Valtorta,"
June 26, 1930, Brescia, BS
   ", Flanker,"Italy v West Germany at Milan, Dec 7, 1957 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Ottorino Bettarello,"
November 21, 1932, Rovigo, RO
   ", Scrum-half,"Italy v France at Naples, Apr 7, 1958 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '0'}"
Enzo Bellinazzo,"
October 5, 1936, Lendinara, RO
   ", Wing,"Italy v Romania at Catania, Dec 7, 1958 ","{'Mat': '14', 'Start': '14', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '7', 'Draw': '1'}"
Gastone Biadene,"
date unknown
   ", Centre,"Italy v Romania at Catania, Dec 7, 1958 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Massimo Braga,"
January 2, 1936, Brescia, BS
   ", Scrum-half,"Italy v Romania at Catania, Dec 7, 1958 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
